"","date","COMID","name"
"6539",2010-11-01,20365057,"rainbow trout"
"6540",2012-03-01,20365057,"rainbow trout"
"6541",2012-06-01,20365057,"rainbow trout"
"6542",2012-11-01,20365057,"rainbow trout"
"6543",2013-03-01,20365057,"rainbow trout"
"6544",2013-06-01,20365057,"rainbow trout"
"6545",2013-11-01,20365057,"rainbow trout"
"6546",2014-03-01,20365057,"rainbow trout"
"6547",2014-06-01,20365057,"rainbow trout"
"6548",2014-11-01,20365057,"rainbow trout"
"6549",2015-03-01,20365057,"rainbow trout"
"6550",2015-06-01,20365057,"rainbow trout"
"6551",2015-11-01,20365057,"rainbow trout"
"6552",2016-03-01,20365057,"rainbow trout"
"6553",2016-06-01,20365057,"rainbow trout"
"6554",2016-11-01,20365057,"rainbow trout"
"6555",2017-03-01,20365057,"rainbow trout"
"6556",2017-06-01,20365057,"rainbow trout"
"6557",2017-11-01,20365057,"rainbow trout"
"6558",2005-03-01,20365137,"rainbow trout"
"6559",2005-06-01,20365137,"rainbow trout"
"6560",2005-11-01,20365137,"rainbow trout"
"6561",2008-03-01,20365137,"rainbow trout"
"6562",2008-06-01,20365137,"rainbow trout"
"6563",2008-11-01,20365137,"rainbow trout"
"6564",2009-03-01,20365137,"rainbow trout"
"6565",2009-06-01,20365137,"rainbow trout"
"6566",2009-11-01,20365137,"rainbow trout"
"6567",2010-03-01,20365137,"rainbow trout"
"6568",2010-06-01,20365137,"rainbow trout"
"6569",2010-11-01,20365137,"rainbow trout"
"6570",2012-03-01,20365137,"rainbow trout"
"6571",2012-06-01,20365137,"rainbow trout"
"6572",2012-11-01,20365137,"rainbow trout"
"6573",2013-03-01,20365137,"rainbow trout"
"6574",2013-06-01,20365137,"rainbow trout"
"6575",2013-11-01,20365137,"rainbow trout"
"6576",2014-03-01,20365137,"rainbow trout"
"6577",2014-06-01,20365137,"rainbow trout"
"6578",2014-11-01,20365137,"rainbow trout"
"6579",2015-03-01,20365137,"rainbow trout"
"6580",2015-06-01,20365137,"rainbow trout"
"6581",2015-11-01,20365137,"rainbow trout"
"6582",2016-03-01,20365137,"rainbow trout"
"6583",2016-06-01,20365137,"rainbow trout"
"6584",2016-11-01,20365137,"rainbow trout"
"6585",2017-03-01,20365137,"rainbow trout"
"6586",2017-06-01,20365137,"rainbow trout"
"6587",2017-11-01,20365137,"rainbow trout"
"6588",2012-03-01,20363877,"rainbow trout"
"6589",2012-06-01,20363877,"rainbow trout"
"6590",2012-11-01,20363877,"rainbow trout"
"6591",2013-03-01,20363877,"rainbow trout"
"6592",2013-06-01,20363877,"rainbow trout"
"6593",2013-11-01,20363877,"rainbow trout"
"6594",2014-03-01,20363877,"rainbow trout"
"6595",2014-06-01,20363877,"rainbow trout"
"6596",2014-11-01,20363877,"rainbow trout"
"6597",2015-03-01,20363877,"rainbow trout"
"6598",2015-06-01,20363877,"rainbow trout"
"6599",2015-11-01,20363877,"rainbow trout"
"6600",2016-03-01,20363877,"rainbow trout"
"6601",2016-06-01,20363877,"rainbow trout"
"6602",2016-11-01,20363877,"rainbow trout"
"6603",2017-03-01,20363877,"rainbow trout"
"6604",2017-06-01,20363877,"rainbow trout"
"6605",2017-11-01,20363877,"rainbow trout"
"6606",2009-07-06,22515740,"least bell's vireo"
"6607",2013-07-29,22515888,"least bell's vireo"
"6608",2012-04-19,22514560,"least bell's vireo"
"6609",2012-05-03,22514560,"least bell's vireo"
"6610",2012-05-16,22514560,"least bell's vireo"
"6611",2012-06-08,22514560,"least bell's vireo"
"6612",2012-06-29,22514560,"least bell's vireo"
"6613",2012-07-10,22514560,"least bell's vireo"
"6614",2012-07-20,22514560,"least bell's vireo"
"6615",2012-07-31,22514560,"least bell's vireo"
"6616",2012-04-17,22515852,"least bell's vireo"
"6617",2012-04-27,22515852,"least bell's vireo"
"6618",2013-05-17,22515852,"least bell's vireo"
"6619",2012-06-07,22515852,"least bell's vireo"
"6620",2012-06-28,22515852,"least bell's vireo"
"6621",2012-07-09,22515852,"least bell's vireo"
"6622",2012-07-19,22515852,"least bell's vireo"
"6623",2012-07-30,22515852,"least bell's vireo"
"6624",2003-04-29,22514632,"santa ana sucker"
"6625",2013-04-11,948070459,"least bell's vireo"
"6626",2013-04-14,948070459,"least bell's vireo"
"6627",2013-04-22,948070459,"least bell's vireo"
"6628",2013-05-02,948070459,"least bell's vireo"
"6629",2013-05-28,948070459,"least bell's vireo"
"6630",2013-06-14,948070459,"least bell's vireo"
"6631",2013-06-19,948070459,"least bell's vireo"
"6632",2013-07-02,948070459,"least bell's vireo"
"6633",2013-07-12,948070459,"least bell's vireo"
"6634",2009-07-22,17587636,"least bell's vireo"
"6635",2015-04-28,17586412,"southwestern pond turtle"
"6636",2016-02-24,17585792,"rainbow trout"
"6637",2015-04-28,17586440,"southwestern pond turtle"
"6638",2014-05-19,17586946,"southwestern pond turtle"
"6639",2016-01-26,17586946,"southwestern pond turtle"
"6640",2015-03-09,17586946,"southwestern pond turtle"
"6642",2017-04-03,17586946,"southwestern pond turtle"
"6643",2014-03-26,17586976,"southwestern pond turtle"
"6644",2014-04-09,17586976,"southwestern pond turtle"
"6646",2017-04-19,17585818,"southwestern pond turtle"
"6647",2015-03-02,17585818,"southwestern pond turtle"
"6649",2016-03-23,17585818,"southwestern pond turtle"
"6650",2017-05-04,17585818,"rainbow trout"
"6653",2017-05-04,17585818,"southwestern pond turtle"
"6654",2015-04-28,17585818,"southwestern pond turtle"
"6658",2015-04-28,17585818,"rainbow trout"
"6659",2017-03-09,17585818,"southwestern pond turtle"
"6660",2016-05-03,17585818,"southwestern pond turtle"
"6662",2016-05-03,17585818,"rainbow trout"
"6665",2015-05-19,17585818,"southwestern pond turtle"
"6666",2004-12-03,17574247,"rainbow trout"
"6667",2004-12-04,17574247,"rainbow trout"
"6668",2004-12-03,17574247,"arroyo chub"
"6669",2004-12-04,17574247,"arroyo chub"
"6670",2004-12-03,17574247,"santa ana sucker"
"6671",2004-12-04,17574247,"santa ana sucker"
"6672",2004-11-03,17567855,"rainbow trout"
"6674",2004-11-03,17567855,"arroyo chub"
"6676",2004-11-03,17567855,"santa ana sucker"
"6678",2017-04-28,17574361,"arroyo toad"
"6680",2017-05-01,17574361,"arroyo toad"
"6682",2017-05-26,17574361,"arroyo toad"
"6684",2017-06-09,17574361,"arroyo toad"
"6686",2017-06-21,17574361,"arroyo toad"
"6688",2017-06-27,17574361,"arroyo toad"
"6690",2017-06-30,17574361,"arroyo toad"
"6692",2017-05-09,17574361,"least bell's vireo"
"6693",2017-05-22,17574361,"least bell's vireo"
"6694",2017-06-08,17574361,"least bell's vireo"
"6695",2017-06-19,17574361,"least bell's vireo"
"6696",2017-06-30,17574361,"least bell's vireo"
"6697",2017-07-11,17574361,"least bell's vireo"
"6698",2017-07-21,17574361,"least bell's vireo"
"6699",2017-07-31,17574361,"least bell's vireo"
"6708",2004-12-04,17574291,"rainbow trout"
"6709",2004-12-04,17574291,"arroyo chub"
"6710",2004-12-04,17574291,"santa ana sucker"
"6711",2004-11-20,17574533,"rainbow trout"
"6712",2004-11-20,17574533,"arroyo chub"
"6713",2004-11-20,17574533,"santa ana sucker"
"6714",2004-11-20,17575859,"rainbow trout"
"6716",2004-11-20,17575859,"arroyo chub"
"6718",2004-11-20,17575859,"santa ana sucker"
"6720",1995-06-11,948070569,"arroyo chub"
"6721",1995-06-11,948070569,"santa ana sucker"
"6722",2008-06-17,17569709,"rainbow trout"
"6784",2008-06-17,17569709,"santa ana sucker"
"6785",2008-06-17,17569709,"arroyo chub"
"6869",2002-05-01,17574747,"arroyo chub"
"6870",2002-05-01,17574747,"santa ana sucker"
"6871",2008-06-12,17569179,"rainbow trout"
"6878",2008-06-12,17569179,"arroyo chub"
"6879",2008-06-12,17569179,"santa ana sucker"
"6880",2004-09-18,17569935,"rainbow trout"
"6881",2004-09-18,17569935,"arroyo chub"
"6882",2004-09-18,17569935,"santa ana sucker"
"6883",2002-05-01,17575785,"arroyo chub"
"6884",2002-05-01,17575785,"santa ana sucker"
"6889",1992-06-07,17575785,"arroyo chub"
"6890",1992-06-07,17575785,"santa ana sucker"
"6892",1991-05-18,17575785,"arroyo chub"
"6893",1991-05-18,17575785,"santa ana sucker"
"6897",1994-08-07,17575785,"southwestern pond turtle"
"6903",1994-08-08,17575785,"southwestern pond turtle"
"6905",1994-09-14,17575785,"southwestern pond turtle"
"6908",1995-06-23,17575785,"santa ana sucker"
"6909",1995-06-23,17575785,"arroyo chub"
"6910",1995-06-23,17575785,"southwestern pond turtle"
"6911",1999-04-15,17575785,"least bell's vireo"
"6912",1999-04-27,17575785,"least bell's vireo"
"6913",1999-05-11,17575785,"least bell's vireo"
"6914",1999-05-26,17575785,"least bell's vireo"
"6915",1999-06-11,17575785,"least bell's vireo"
"6916",1999-06-24,17575785,"least bell's vireo"
"6917",1999-07-08,17575785,"least bell's vireo"
"6918",1999-07-23,17575785,"least bell's vireo"
"6935",2002-04-21,17575785,"least bell's vireo"
"6936",2002-05-10,17575785,"least bell's vireo"
"6937",2002-05-21,17575785,"least bell's vireo"
"6938",2002-06-05,17575785,"least bell's vireo"
"6939",2002-06-16,17575785,"least bell's vireo"
"6940",2002-06-26,17575785,"least bell's vireo"
"6941",2002-07-06,17575785,"least bell's vireo"
"6942",2002-07-15,17575785,"least bell's vireo"
"6975",2003-04-24,17575785,"least bell's vireo"
"6976",2003-05-04,17575785,"least bell's vireo"
"6977",2003-05-16,17575785,"least bell's vireo"
"6978",2003-05-31,17575785,"least bell's vireo"
"6979",2003-06-11,17575785,"least bell's vireo"
"6980",2003-06-25,17575785,"least bell's vireo"
"6981",2003-07-05,17575785,"least bell's vireo"
"6982",2003-07-15,17575785,"least bell's vireo"
"6983",2004-04-22,17575785,"least bell's vireo"
"6984",2004-05-07,17575785,"least bell's vireo"
"6985",2004-05-20,17575785,"least bell's vireo"
"6986",2004-05-31,17575785,"least bell's vireo"
"6987",2004-06-13,17575785,"least bell's vireo"
"6988",2004-06-25,17575785,"least bell's vireo"
"6989",2004-07-05,17575785,"least bell's vireo"
"6990",2004-07-15,17575785,"least bell's vireo"
"6991",2005-04-26,17575785,"least bell's vireo"
"6992",2005-05-08,17575785,"least bell's vireo"
"6993",2005-05-24,17575785,"least bell's vireo"
"6994",2005-06-03,17575785,"least bell's vireo"
"6995",2005-06-13,17575785,"least bell's vireo"
"6996",2005-06-23,17575785,"least bell's vireo"
"6997",2005-07-04,17575785,"least bell's vireo"
"6998",2005-07-13,17575785,"least bell's vireo"
"6999",2006-04-18,17575785,"least bell's vireo"
"7000",2006-05-04,17575785,"least bell's vireo"
"7001",2006-05-16,17575785,"least bell's vireo"
"7002",2006-05-26,17575785,"least bell's vireo"
"7003",2006-06-07,17575785,"least bell's vireo"
"7004",2006-06-22,17575785,"least bell's vireo"
"7005",2006-07-01,17575785,"least bell's vireo"
"7006",2006-07-11,17575785,"least bell's vireo"
"7015",2004-12-10,17569175,"rainbow trout"
"7016",2004-12-10,17569175,"arroyo chub"
"7017",2004-12-10,17569175,"santa ana sucker"
"7018",2004-09-16,17569771,"rainbow trout"
"7019",2004-09-16,17569771,"arroyo chub"
"7020",2004-09-16,17569771,"santa ana sucker"
"7021",2004-09-05,17573947,"rainbow trout"
"7022",2004-09-05,17573947,"arroyo chub"
"7023",2004-09-05,17573947,"santa ana sucker"
"7024",2008-07-09,17573713,"arroyo chub"
"7068",2008-07-09,17573713,"santa ana sucker"
"7069",2008-07-09,17573713,"rainbow trout"
"7070",2004-11-20,17573713,"rainbow trout"
"7071",2004-11-20,17573713,"arroyo chub"
"7072",2004-11-20,17573713,"santa ana sucker"
"7073",2004-09-04,17570325,"rainbow trout"
"7074",2004-09-04,17570325,"arroyo chub"
"7075",2004-09-04,17570325,"santa ana sucker"
"7076",2004-11-18,17574519,"rainbow trout"
"7077",2004-11-18,17574519,"arroyo chub"
"7078",2004-11-18,17574519,"santa ana sucker"
"7079",2004-11-20,17567559,"rainbow trout"
"7081",2004-11-20,17567559,"arroyo chub"
"7083",2004-11-20,17567559,"santa ana sucker"
"7085",2004-09-30,17568101,"rainbow trout"
"7086",2004-09-04,17568101,"rainbow trout"
"7087",2004-09-30,17568101,"arroyo chub"
"7088",2004-09-04,17568101,"arroyo chub"
"7089",2004-09-30,17568101,"santa ana sucker"
"7090",2004-09-04,17568101,"santa ana sucker"
"7091",2004-10-06,17567951,"rainbow trout"
"7096",2004-10-06,17567951,"arroyo chub"
"7101",2004-10-06,17567951,"santa ana sucker"
"7106",2028-07-07,948070361,"santa ana sucker"
"7118",2028-07-07,948070361,"arroyo chub"
"7162",2028-07-07,948070361,"rainbow trout"
"7163",2004-10-01,17568081,"rainbow trout"
"7165",2004-10-01,17568081,"arroyo chub"
"7167",2004-10-01,17568081,"santa ana sucker"
"7169",2004-12-10,17569697,"rainbow trout"
"7171",2004-12-10,17569697,"arroyo chub"
"7173",2004-12-10,17569697,"santa ana sucker"
"7175",2016-05-01,17569929,"arroyo toad"
"7176",2017-05-01,17569929,"southwestern pond turtle"
"7177",2017-05-09,17575807,"least bell's vireo"
"7178",2017-05-22,17575807,"least bell's vireo"
"7179",2017-06-02,17575807,"least bell's vireo"
"7180",2017-06-13,17575807,"least bell's vireo"
"7181",2017-06-26,17575807,"least bell's vireo"
"7182",2017-07-06,17575807,"least bell's vireo"
"7183",2017-07-17,17575807,"least bell's vireo"
"7184",2017-07-27,17575807,"least bell's vireo"
"7185",2007-09-29,17572815,"santa ana sucker"
"7186",2007-09-29,17572815,"arroyo chub"
"7187",2007-09-29,17572815,"rainbow trout"
"7188",2017-01-03,17572815,"rainbow trout"
"7190",2004-11-15,17572815,"rainbow trout"
"7191",2004-12-03,17572815,"rainbow trout"
"7192",2004-11-15,17572815,"arroyo chub"
"7193",2004-12-03,17572815,"arroyo chub"
"7194",2004-11-15,17572815,"santa ana sucker"
"7195",2004-12-03,17572815,"santa ana sucker"
"7196",2008-06-12,17569217,"rainbow trout"
"7197",2008-06-12,17569217,"arroyo chub"
"7198",2008-06-12,17569217,"santa ana sucker"
"7199",2014-05-01,17570065,"arroyo toad"
"7200",2015-05-01,17570065,"arroyo toad"
"7201",2016-05-01,17570065,"arroyo toad"
"7202",2017-05-01,17570065,"arroyo toad"
"7203",1991-05-01,17570065,"arroyo toad"
"7204",1992-05-01,17570065,"arroyo toad"
"7205",2002-05-01,17570065,"arroyo toad"
"7206",2003-05-01,17570065,"arroyo toad"
"7207",2004-05-01,17570065,"arroyo toad"
"7208",2005-05-01,17570065,"arroyo toad"
"7209",2010-05-01,17570065,"arroyo toad"
"7210",2011-05-01,17570065,"arroyo toad"
"7211",2012-05-01,17570065,"arroyo toad"
"7212",2013-05-01,17570065,"arroyo toad"
"7390",2014-05-01,17570065,"southwestern pond turtle"
"7399",2015-05-01,17570065,"southwestern pond turtle"
"7412",2017-05-01,17570065,"southwestern pond turtle"
"7430",2004-12-10,17570065,"rainbow trout"
"7431",2004-12-10,17570065,"arroyo chub"
"7432",2004-12-10,17570065,"santa ana sucker"
"7433",1995-06-11,17575713,"arroyo chub"
"7434",1995-06-11,17575713,"santa ana sucker"
"7439",2005-03-31,17575713,"arroyo chub"
"7454",2005-06-24,17575713,"arroyo chub"
"7457",2005-06-24,17575713,"rainbow trout"
"7460",2005-06-24,17575713,"santa ana sucker"
"7481",2000-06-16,17575713,"least bell's vireo"
"7482",2000-07-01,17575713,"least bell's vireo"
"7485",2001-05-15,17575713,"least bell's vireo"
"7486",2001-06-14,17575713,"least bell's vireo"
"7487",2001-06-25,17575713,"least bell's vireo"
"7488",2001-07-07,17575713,"least bell's vireo"
"7489",2001-07-17,17575713,"least bell's vireo"
"7495",2003-05-26,17575713,"least bell's vireo"
"7496",2003-06-06,17575713,"least bell's vireo"
"7497",2003-06-17,17575713,"least bell's vireo"
"7498",2003-06-27,17575713,"least bell's vireo"
"7499",2003-07-02,17575713,"least bell's vireo"
"7500",2003-07-10,17575713,"least bell's vireo"
"7507",2005-05-27,17575713,"least bell's vireo"
"7508",2005-06-06,17575713,"least bell's vireo"
"7509",2005-06-16,17575713,"least bell's vireo"
"7510",2005-06-24,17575713,"least bell's vireo"
"7511",2005-07-05,17575713,"least bell's vireo"
"7512",2005-07-14,17575713,"least bell's vireo"
"7519",2017-04-28,17575713,"arroyo toad"
"7521",2017-05-01,17575713,"arroyo toad"
"7523",2017-05-22,17575713,"arroyo toad"
"7525",2017-06-09,17575713,"arroyo toad"
"7527",2017-06-21,17575713,"arroyo toad"
"7529",2017-06-27,17575713,"arroyo toad"
"7531",2017-06-30,17575713,"arroyo toad"
"7533",2017-05-09,17575713,"least bell's vireo"
"7534",2017-05-23,17575713,"least bell's vireo"
"7535",2017-06-03,17575713,"least bell's vireo"
"7536",2017-06-14,17575713,"least bell's vireo"
"7537",2017-06-27,17575713,"least bell's vireo"
"7538",2017-07-07,17575713,"least bell's vireo"
"7539",2018-07-18,17575713,"least bell's vireo"
"7540",2017-07-28,17575713,"least bell's vireo"
"7541",2015-05-01,17570227,"arroyo toad"
"7542",2016-05-01,17570227,"arroyo toad"
"7543",2017-05-01,17570227,"arroyo toad"
"7544",1991-05-01,17570227,"arroyo toad"
"7545",1992-05-01,17570227,"arroyo toad"
"7546",2002-05-01,17570227,"arroyo toad"
"7547",2003-05-01,17570227,"arroyo toad"
"7548",2004-05-01,17570227,"arroyo toad"
"7549",2005-05-01,17570227,"arroyo toad"
"7550",2010-05-01,17570227,"arroyo toad"
"7551",2011-05-01,17570227,"arroyo toad"
"7552",2012-05-01,17570227,"arroyo toad"
"7553",2013-05-01,17570227,"arroyo toad"
"7554",2014-05-01,17570227,"arroyo toad"
"7558",2009-08-26,17574699,"santa ana sucker"
"7560",2009-08-26,17574699,"arroyo chub"
"7607",2009-08-26,17574699,"rainbow trout"
"7608",2017-05-09,17574405,"least bell's vireo"
"7609",2017-05-22,17574405,"least bell's vireo"
"7610",2017-06-08,17574405,"least bell's vireo"
"7611",2017-06-19,17574405,"least bell's vireo"
"7612",2017-06-30,17574405,"least bell's vireo"
"7613",2017-07-11,17574405,"least bell's vireo"
"7614",2017-07-21,17574405,"least bell's vireo"
"7615",2017-07-31,17574405,"least bell's vireo"
"7616",2004-10-29,17567651,"rainbow trout"
"7617",2004-10-29,17567651,"arroyo chub"
"7618",2004-10-29,17567651,"santa ana sucker"
"7619",2004-09-29,17567859,"rainbow trout"
"7620",2004-09-29,17567859,"arroyo chub"
"7621",2004-09-29,17567859,"santa ana sucker"
"7622",2008-06-12,17569207,"rainbow trout"
"7639",2008-06-12,17569207,"arroyo chub"
"7640",2008-06-12,17569207,"santa ana sucker"
"7641",2004-11-15,17572801,"rainbow trout"
"7643",2004-11-15,17572801,"arroyo chub"
"7645",2004-11-15,17572801,"santa ana sucker"
"7647",2008-06-19,17569663,"rainbow trout"
"7682",2008-06-19,17569663,"santa ana sucker"
"7683",2008-06-19,17569663,"arroyo chub"
"7761",2004-12-10,17569663,"rainbow trout"
"7764",2004-12-10,17569663,"arroyo chub"
"7767",2004-12-10,17569663,"santa ana sucker"
"7770",2002-05-01,17574697,"arroyo chub"
"7771",2002-05-01,17574697,"santa ana sucker"
"7774",1992-05-18,17574697,"santa ana sucker"
"7775",1992-05-23,17574697,"santa ana sucker"
"7776",1993-07-13,17574697,"santa ana sucker"
"7777",1993-10-26,17574697,"santa ana sucker"
"7778",1994-04-06,17574697,"santa ana sucker"
"7779",1994-05-27,17574697,"santa ana sucker"
"7780",1995-04-10,17574697,"santa ana sucker"
"7781",1995-12-15,17574697,"santa ana sucker"
"7782",1996-04-04,17574697,"santa ana sucker"
"7783",1997-03-31,17574697,"santa ana sucker"
"7784",1992-05-18,17574697,"arroyo chub"
"7785",1992-05-23,17574697,"arroyo chub"
"7786",1993-07-13,17574697,"arroyo chub"
"7787",1993-10-26,17574697,"arroyo chub"
"7788",1994-04-06,17574697,"arroyo chub"
"7789",1994-05-27,17574697,"arroyo chub"
"7790",1995-04-10,17574697,"arroyo chub"
"7791",1995-12-15,17574697,"arroyo chub"
"7792",1996-04-04,17574697,"arroyo chub"
"7793",1997-03-31,17574697,"arroyo chub"
"7794",1992-05-18,17574697,"southwestern pond turtle"
"7795",1992-05-23,17574697,"southwestern pond turtle"
"7796",1993-07-13,17574697,"southwestern pond turtle"
"7797",1993-10-26,17574697,"southwestern pond turtle"
"7798",1994-04-06,17574697,"southwestern pond turtle"
"7799",1994-05-27,17574697,"southwestern pond turtle"
"7800",1995-04-10,17574697,"southwestern pond turtle"
"7801",1995-12-15,17574697,"southwestern pond turtle"
"7802",1996-04-04,17574697,"southwestern pond turtle"
"7803",1997-03-31,17574697,"southwestern pond turtle"
"7804",2004-10-15,17568023,"rainbow trout"
"7805",2004-10-15,17568023,"arroyo chub"
"7806",2004-10-15,17568023,"santa ana sucker"
"7807",2008-06-13,17567359,"rainbow trout"
"7831",2008-06-13,17567359,"arroyo chub"
"7832",2008-06-13,17567359,"santa ana sucker"
"7908",2004-10-14,17567987,"rainbow trout"
"7910",2004-10-14,17567987,"arroyo chub"
"7912",2004-10-14,17567987,"santa ana sucker"
"7914",2004-12-10,17572259,"rainbow trout"
"7916",2004-12-10,17572259,"arroyo chub"
"7918",2004-12-10,17572259,"santa ana sucker"
"7920",2008-06-13,17567305,"rainbow trout"
"7922",2008-06-13,17567305,"arroyo chub"
"7923",2008-06-13,17567305,"santa ana sucker"
"7955",2004-11-20,17567701,"rainbow trout"
"7956",2004-11-20,17567701,"arroyo chub"
"7957",2004-11-20,17567701,"santa ana sucker"
"7958",2004-09-16,17569823,"rainbow trout"
"7959",2004-09-16,17569823,"arroyo chub"
"7960",2004-09-16,17569823,"santa ana sucker"
"7961",2004-10-13,17568161,"rainbow trout"
"7962",2004-10-13,17568161,"arroyo chub"
"7963",2004-10-13,17568161,"santa ana sucker"
"7964",2004-11-20,17574363,"rainbow trout"
"7966",2004-11-20,17574363,"arroyo chub"
"7968",2004-11-20,17574363,"santa ana sucker"
"7970",2004-03-24,22563282,"arroyo chub"
"8003",2017-05-08,17585604,"rainbow trout"
"8014",2017-04-25,17585604,"rainbow trout"
"8015",2016-12-28,17585604,"rainbow trout"
"8016",2017-03-15,17585604,"rainbow trout"
"8020",2017-04-13,17585604,"rainbow trout"
"8021",2017-04-13,17585604,"southwestern pond turtle"
"8026",2017-03-29,17585604,"rainbow trout"
"8027",2017-01-18,17585604,"rainbow trout"
"8028",2017-05-23,17585604,"rainbow trout"
"8031",2017-05-23,17585604,"southwestern pond turtle"
"8034",2017-03-02,17585604,"rainbow trout"
"8036",2017-02-02,17585604,"rainbow trout"
"8039",2004-06-21,22563476,"santa ana sucker"
"8042",2004-06-21,22563476,"arroyo chub"
"8043",2004-05-23,22563476,"arroyo chub"
"8105",2017-05-08,17596161,"rainbow trout"
"8109",2017-04-25,17596161,"rainbow trout"
"8111",2017-03-15,17596161,"rainbow trout"
"8112",2017-04-13,17596161,"rainbow trout"
"8113",2017-05-23,17596161,"rainbow trout"
"8115",2017-02-02,17596161,"rainbow trout"
"8117",2004-08-07,22523139,"santa ana sucker"
"8151",2004-07-30,22523139,"santa ana sucker"
"8152",2004-08-23,22523139,"santa ana sucker"
"8162",2004-03-21,22523139,"santa ana sucker"
"8169",2003-12-22,22523139,"arroyo chub"
"8171",2004-08-23,22523139,"arroyo chub"
"8174",2004-07-30,22523139,"arroyo chub"
"8228",2004-03-21,22523139,"arroyo chub"
"8260",2004-04-25,22523139,"arroyo chub"
"8271",2004-05-16,22523139,"arroyo chub"
"8307",2004-05-16,22523139,"santa ana sucker"
"8315",2003-12-22,22523139,"santa ana sucker"
"8319",2004-08-22,22523139,"arroyo chub"
"8377",2004-03-07,22523139,"arroyo chub"
"8417",2001-06-16,22523139,"santa ana sucker"
"8418",2003-07-28,22523139,"santa ana sucker"
"8434",2002-07-21,22523139,"santa ana sucker"
"8525",2003-07-27,22523139,"santa ana sucker"
"8538",2001-06-15,22523139,"santa ana sucker"
"8938",2009-05-15,17562692,"least bell's vireo"
"8939",2009-07-14,17564074,"southwestern pond turtle"
"8941",2009-08-11,17562636,"least bell's vireo"
"8943",2009-06-05,17562598,"least bell's vireo"
"8944",2009-07-15,17564110,"southwestern pond turtle"
"8945",2009-07-16,17564110,"southwestern pond turtle"
"8946",2009-06-10,17564096,"southwestern pond turtle"
"8947",2009-07-13,17564096,"southwestern pond turtle"
"8948",2009-07-14,17564096,"southwestern pond turtle"
"8949",2009-07-15,17564096,"southwestern pond turtle"
"8980",2000-10-06,22524643,"santa ana sucker"
"9030",2000-12-19,22524643,"santa ana sucker"
"9075",2001-04-20,22524643,"santa ana sucker"
"9076",2001-07-20,22524643,"santa ana sucker"
"9091",2002-01-21,22524643,"santa ana sucker"
"9184",1998-12-16,22524643,"santa ana sucker"
"9185",1998-12-17,22524643,"santa ana sucker"
"9186",NA,22524643,"santa ana sucker"
"9190",2011-05-21,948070466,"least bell's vireo"
"9191",2015-07-14,948070466,"least bell's vireo"
"9192",1994-07-19,22522811,"santa ana sucker"
"9193",1994-07-19,22522811,"arroyo chub"
"9194",2010-08-28,22524611,"rainbow trout"
"9263",2010-08-28,22524611,"santa ana sucker"
"9264",2010-08-28,22524611,"arroyo chub"
"9415",1994-07-19,22522827,"santa ana sucker"
"9416",1994-07-19,22522827,"arroyo chub"
"9419",2001-08-25,22522827,"santa ana sucker"
"9420",NA,22522827,"santa ana sucker"
"9421",2001-07-12,948070265,"least bell's vireo"
"9423",2008-07-17,22523255,"least bell's vireo"
"9424",2010-07-07,22523255,"least bell's vireo"
"9426",1994-07-19,22522825,"arroyo chub"
"9427",2009-06-23,22524609,"rainbow trout"
"9488",2009-06-23,22524609,"santa ana sucker"
"9489",2009-06-23,22524609,"arroyo chub"
"9515",2010-08-28,22524609,"rainbow trout"
"9549",2010-08-28,22524609,"santa ana sucker"
"9550",2010-08-28,22524609,"arroyo chub"
"9686",2001-07-12,948070266,"least bell's vireo"
"9688",2001-06-14,948070266,"least bell's vireo"
"9690",2009-07-18,948070266,"least bell's vireo"
"9691",2010-08-28,22522455,"rainbow trout"
"9692",2010-08-28,22522455,"santa ana sucker"
"9693",2010-08-28,22522455,"arroyo chub"
"9694",2009-06-24,22522627,"rainbow trout"
"9699",2009-06-24,22522627,"santa ana sucker"
"9700",2009-06-24,22522627,"arroyo chub"
"9716",2003-07-17,22525701,"least bell's vireo"
"9717",2005-07-20,22525701,"least bell's vireo"
"9721",2005-05-04,22525701,"least bell's vireo"
"9723",2006-07-07,22525701,"least bell's vireo"
"9725",2010-08-28,22522779,"rainbow trout"
"9755",2010-08-28,22522779,"santa ana sucker"
"9756",2010-08-28,22522779,"arroyo chub"
"9757",2009-06-24,22524605,"rainbow trout"
"9761",2009-06-24,22524605,"santa ana sucker"
"9762",2009-06-24,22524605,"arroyo chub"
"9798",2005-07-20,22527361,"least bell's vireo"
"9799",2006-06-16,22527361,"least bell's vireo"
"9800",2012-03-01,20365913,"rainbow trout"
"9801",2012-06-01,20365913,"rainbow trout"
"9802",2012-11-01,20365913,"rainbow trout"
"9803",2013-03-01,20365913,"rainbow trout"
"9804",2013-06-01,20365913,"rainbow trout"
"9805",2013-11-01,20365913,"rainbow trout"
"9806",2014-03-01,20365913,"rainbow trout"
"9807",2014-06-01,20365913,"rainbow trout"
"9808",2014-11-01,20365913,"rainbow trout"
"9809",2015-03-01,20365913,"rainbow trout"
"9810",2015-06-01,20365913,"rainbow trout"
"9811",2015-11-01,20365913,"rainbow trout"
"9812",2016-03-01,20365913,"rainbow trout"
"9813",2016-06-01,20365913,"rainbow trout"
"9814",2016-11-01,20365913,"rainbow trout"
"9815",2017-03-01,20365913,"rainbow trout"
"9816",2017-06-01,20365913,"rainbow trout"
